8131
Address, ETHER
('0xFB149d6b17FAcf7E93066e27C4e7FFcda0fa35f9', Decimal('5'))
('0x03D8fD0DA558EA6eb86884240cfC1B7f94F22E67', Decimal('5'))
('0xe49cD59Ab9926368Cf05dE3777b7A30d9Bb8B0B9', Decimal('5'))
('0x56A3F27C4298Ee869a6059C46f4AbA1B2F246095', Decimal('4.99958'))
('0x0a67e07a4858949600a521a66C7B2Ea503cf25dB', Decimal('4.999139'))
('0x78717895eB7684bff3D37f89Ba9195FAd7894165', Decimal('4.998'))
('0x5399aCC84E536D63F550f6Be8e7211693C998b51', Decimal('4.997665797058908'))
('0x0e34Fb73a69b448BEE50E16196440125E4C5ffDD', Decimal('4.97659993'))
('0x6848daD39bf4Ac370028505762eb798ffd46edbA', Decimal('4.972855009'))
('0xA1d6Aa029E028678ba108ad74A4abFec5de753Aa', Decimal('4.954012'))
('0xDaa4861eC387DBdc240e8bD07415F872857916C9', Decimal('4.930325351974389981'))
('0xEA112799C6b367fa7A43DaF10C04dDd8668A5500', Decimal('4.898284372'))
('0x9c73618dE82cA14388132EbF14A667CA50129D1B', Decimal('4.879142811'))
('0x296A0574C506C2E6972b7B8A1f314Fe0516Fc5ea', Decimal('4.856850753'))
('0x78BB6eAA34d3BBFaB3853882454B4699e88547F3', Decimal('4.851188498'))
('0x66695C418Ad0D73E6a24cA0A6bC37c725c7E4858', Decimal('4.779313314'))
('0x5FE36072Cc4F5640c0d16dC4e8DEc85cf2e25eF7', Decimal('4.778724603'))
('0x99192B2B7886d0F3Bf2abc28b7150B117d41049A', Decimal('4.77300074'))
('0x22b5ac0F82d707c5E3013496da1C4F4d3FDaBe89', Decimal('4.771035015605194'))
('0xcD47B71BAdcAF4EDe344f291278fcdB5f5D8F41F', Decimal('4.744403272'))
('0x95A285e284F9e768a263d95E35D489be3B2682B8', Decimal('4.742879915'))
('0x0f2444A8b23703D8dDbE23dBf5dBE134001058B7', Decimal('4.742332927'))
('0x36835Be1968014A4Cc328B2eD25bd44Bb71AcB41', Decimal('4.736121'))
('0x8e5f80D0fEB365C2a6C4Bbd3E76039F25e2A6e00', Decimal('4.723495234'))
('0xD96cab4a062A7e2c023AccFEB60B88b1A6dA62fB', Decimal('4.700471064'))
('0x702b56cc28d5A64F786aBc7BD31F60972F6Ac370', Decimal('4.671370727'))
('0xc86e662e9a680bC3f6de33573E2cE0b0B9147Ece', Decimal('4.667825'))
('0xe262f25D707852cdC32e9bfFC2872940B8464D84', Decimal('4.65431472'))
('0xC9304cA3A08476a2FcE1B5270697D66ded4A5aD2', Decimal('4.653077432'))
('0x7864Aac72a73585AA1a1D3c4aD5D3b65255d6610', Decimal('4.624053189'))
('0x7D90c7FB922F53504b7C9CD2F8E6743eF42b0AA0', Decimal('4.58514865'))
('0xBCaB97102DA965Ab08AcB85773D341C3e981e8EA', Decimal('4.557034801'))
('0x3FBAba5b0A5d6BBE37f006dA17c79100158f1b19', Decimal('4.549858346968196'))
('0xC4b923e549E228a116567428e53797dbbfE7150d', Decimal('4.54483155'))
('0xAe3c67F06709dF192734DF70e17072c1955b2c18', Decimal('4.5342107919294633'))
('0x427b5eB1Cc7f191b6f3B44e164F18cc7b239fa88', Decimal('4.5'))
('0x5bdfC8c3E96e6053aE9D800dea11E8bA73E57B63', Decimal('4.5'))
('0x2c56f3A968e4A1d43ceF841E22a6a65000a90503', Decimal('4.48516229'))
('0xa644EC5941588520e694267460b7D04555BfDCFd', Decimal('4.480800804'))
('0x12b3753199124A8D2ECe6809F24B9D66609569EB', Decimal('4.460776142'))
('0x7AaC6f843099dc149a9c8DD578A9A4f562fb76e0', Decimal('4.451784772'))
('0xc58168b41d2b7868fA5A192602CFaEE3EAd1Dd3b', Decimal('4.44200696'))
('0x74241a759EA126832E21A48D268cdF7aacf18BEf', Decimal('4.4325080989998464'))
('0x295A522b345A6E3F1e993B8dB992aFa933737840', Decimal('4.430337330230092'))
('0xfEe55304f2AfEf036f87718314fA0Bb60f2f699f', Decimal('4.424183076860153'))
('0x73fBCE75D4149f7BCAf19d368364c2Bb0BF8b0ba', Decimal('4.418543789'))
('0x9b838720Ea060159ce5D1c2421F985cD2601402f', Decimal('4.397606395'))
('0xeCff834007e29B67F52816C8161A291A2498379D', Decimal('4.39692854'))
('0x967c7b6D3fbd8e2d0d795d5176D42A0269dB53B1', Decimal('4.394953031'))
('0x94786Bf23f5B7de6bc4B3DF7Ffc274608Db2c327', Decimal('4.392053029'))
('0x3894a1e65973A542101cAA4dc01e9553A5521d63', Decimal('4.384148773'))
('0x126cF23D62A83935fAA420e80aF65b4534D1ABD6', Decimal('4.371753015'))
('0x71CEB9b1A716C57887f74a522bE091719A9F45Ab', Decimal('4.3605694334332385'))
('0x8Ec2Fcf30d38671D1C1d37B5ACae4A05f1733277', Decimal('4.350897446'))
('0xDf5f505E36014E82A505a6be855C647E4Eb30783', Decimal('4.350337330230092'))
('0x90c57dDe53e8c48476AEc83Af32eaA26Cc3afffb', Decimal('4.334400672'))
('0x6E9cbD42688832157A9fA3Afa013e034fA7a8EAf', Decimal('4.33'))
('0x8ed721c1E055f01d86cd39d6Ce569022ba51979e', Decimal('4.33'))
('0x7FCb428ff5C4886D60d45EdBC63Ee3C96dbDF831', Decimal('4.33'))
('0x0E71Cb10943a9d7e4f6479E1e5Ba5e6745e63Bf1', Decimal('4.32150067'))
('0x49481F0239a1936A9F8B3C856d93A0037bB4fC0a', Decimal('4.307977166'))
('0x2Fa22d8aE5332E1cf7434D6F259883458137a4Ba', Decimal('4.2866068857946455'))
('0xD4b81d2EA98A0fee20a0D608e0Cd57a15F3d5375', Decimal('4.25202327'))
('0x55F55f531f42ca04Acb206A4dA70A75316A103cd', Decimal('4.245327032'))
('0xa1B1f5f54aED4AEF9f11bdD2318Fdd0DcEa06064', Decimal('4.243389934'))
('0x77008012c3BEc1e232C20F580C14DA8aC9069246', Decimal('4.231371845'))
('0x1922eF2797B566c8DE086aF1F0D93aF1Bf2f3Db8', Decimal('4.21693831'))
('0x4b603FF7993cC8DA12CcE45B817E7Bdc216ed1AD', Decimal('4.20048212'))
('0x2762CF0a406D6D99EEaA800fbA4A5f8bE55aABb5', Decimal('4.2'))
('0x4DBD47A73285109f4773aDa6a719D4a97Da7fCEc', Decimal('4.189179152'))
('0xf1f85F1655e003aa0521d74057FAB2418781b729', Decimal('4.18738078417430824'))
('0x4Ad1F5Aae70534b50500E91d349E94B68685aDB6', Decimal('4.185757919'))
('0xeA7319e5F3beB45Ccbf705e824e1a6bf408Bf26a', Decimal('4.163123335'))
('0x71BD7368dE821d37D975bDd4B01d142A55aB1Ad7', Decimal('4.149894167'))
('0xb852f3BAbB45dF56a614d9bE7aA35Fc9FC6B9A0f', Decimal('4.14040903'))
('0xc991F7BF9B8a2a8E374A98099Ae43B47d6059dB9', Decimal('4.126200756'))
('0xB7Eafb3E1a191FFE6E21e5F5E0e262e46862CDB5', Decimal('4.1'))
('0x8C98f2a41c5CBB0b6D908B6DA41BCca51A360D5b', Decimal('4.091318763'))
('0x8BcbCDE341E304C2D444979a011b50472A91017D', Decimal('4.085635188'))
('0xAa6b0857808ba97327CD5d1792F7272d8f4aB01E', Decimal('4.084903558'))
('0xf4c0B564bB44604e773921d3B68229fCb7286e39', Decimal('4.08375'))
('0xD78D9A522697cC2d69809AebAfA9c115aB712BA7', Decimal('4.069453917'))
('0x39D69B9109E7C6236F7585ADE841C50D51c07ED8', Decimal('4.054636754'))
('0xe3d0489b9387e9cD97d0C8C213364d44a5ba82AC', Decimal('4.044150627'))
('0x2c32A904c2D555B7e772C0ca14E2eF804d93cacD', Decimal('4.042202379'))
('0xefDDbF25568bBd210b33fC6814f0ea85889cA202', Decimal('4.038795074'))
('0xd32C741E6364F3F31212F58c9cbFd3b89B353Df2', Decimal('4.038195618'))
('0x6221d6b300c8341d6a664B7eD72dc6cD0eaB49d9', Decimal('4.036314825'))
('0xbEa2CF735FF063b1249823aFF12634D011ac5A4f', Decimal('4.013717494688197601'))
('0x8Cb3005D86b2A607e74f89d4dBb4De241c5cd84c', Decimal('4.011900622'))
('0x093A0Ed738B65ed34f2A37a2D44c5e3Cd0D0DD45', Decimal('4.0001995'))
('0xe29b457D74D31E37f429319A6271eb78031Fad25', Decimal('4'))
('0x50e08fc62aDBAeB974345D2A9f516c620D11CB49', Decimal('4'))
('0xD37531388ec6fF067cb21d9dc33E437164A995D7', Decimal('4'))
('0x1AB90a6B21F1189DB195A72330e78E13826c974f', Decimal('4'))
('0x69Aedaa041552f6621684D3742bD7b0224f92325', Decimal('4'))
('0x4f17eBAEF403585747830c88a0660b8DaDbEeD3D', Decimal('3.988952751'))
('0x5a142853016ea818631a4f49550E3a4bA2904fDC', Decimal('3.988051859'))
('0xD9049Eb0AfE0dd4f1dF8C41AaaA9b599b60e6D45', Decimal('3.972666326'))
('0x30AE6dF56Fb4a3cF171dF292482b3d594BdE3345', Decimal('3.96399'))
('0x065608043638711476E7441034bbd362a81E1365', Decimal('3.96'))
('0x05BB12481efe9B61b4a61ea60e51B6fB0bfeEBaB', Decimal('3.96'))
('0x6EeA793bBa294941672ff207A1C8D55B9030B0c8', Decimal('3.96'))
('0x36014aaC08756584139cA53Cd91957b49C7fc03b', Decimal('3.96'))
('0x3202207d9f432Ad67029eeF61865053BB8207872', Decimal('3.96'))
('0x34A77CB51E2c912ad2DFcf10629CB91351D774b3', Decimal('3.96'))
('0x3b0D7f061DcC9314FF273495213751793f6D5907', Decimal('3.96'))
('0x2b9DaFeEDDc49E648d7F78736fed99fD5c8E0A1e', Decimal('3.96'))
('0xeEE16a156D750199fdC673933B9E96a0149A7cD4', Decimal('3.95961'))
('0x45290fE65B5E152558174AA0E738Adc3094D29C8', Decimal('3.9594'))
('0xaE803eeA77365485b1053F1A3f0aEb0CE428762E', Decimal('3.9594'))
('0xC4b9E006113fFafF9d9bC88602b114DF25ad0039', Decimal('3.959350003'))
('0x04881102Aa6C11b81Af645aAD0Ee4Af84B9a5bD7', Decimal('3.945430574'))
('0xE05904b505787Ef9c7f39E25a17272869641850d', Decimal('3.940945285'))
('0xa685b793d1600c694704061c093b162D0B7D4f14', Decimal('3.94'))
('0x53e8Eb71D3510766F144a332a71E3fC66D95f97D', Decimal('3.93766623'))
('0x2dE93DFB78bCFbF08a3761F30dFB0CF392519043', Decimal('3.934898047'))
('0x77eF00595BfDb4f7F0eE26BA1547074a1B8CAB10', Decimal('3.926540551'))
('0x70C50eCC1EeB3992151e7ca7Eaab45650EEde7C7', Decimal('3.894420796'))
('0xDBf9d38f7A63A74718a797E6Bbc14a09DA50CC22', Decimal('3.894257908'))
('0xAf4473d7c8f38a0b12C5C30dc7ba9412284f75BB', Decimal('3.877966533'))
('0x33A82F95F4c31e08e8F556853b8fFa6Beb7764c9', Decimal('3.852652657'))
('0xDeafa00Abca4261097c3e49C6F924E9E52c95656', Decimal('3.810602628'))
('0x8474362A72716F1cfdF86C6bf90bbe656B708957', Decimal('3.76856'))
('0x745d6f3860d50562a34Ec74Cf47368e15b115668', Decimal('3.762318442'))
('0xe808e3b6362373257Bf1c216a97144e50695aAF1', Decimal('3.762059'))
('0xb48Efecc1d5d7DD39521F12A8e1e38818FBf67A3', Decimal('3.753900582'))
('0x40759E3B0ffF6815af257eB755223184aEc9823a', Decimal('3.725052569'))
('0x460EBA94bD36D2579baE753DEbb7cF475822E44F', Decimal('3.725052569'))
('0xE857C591A5b4bF860e11cd86E1D75a4ad1CC1D3F', Decimal('3.718733427'))
('0x8F957F587E2Cddd7a588f56e1E8F5DAbC67C2208', Decimal('3.710583469'))
('0x3173c1976280C6D80b6Cc33F8150d0aa9D1515BB', Decimal('3.709965387'))
('0x5f2B2B8d5208e4B75Ac3EEBA4a9c317201b8E87e', Decimal('3.699573212'))
('0xbCaE5Cb9343ab2e7bDd1A196b6574DD30Af9221A', Decimal('3.679801724'))
('0xC5168039a8Da8BCC8d7e0d0C330627Ade919a7e1', Decimal('3.6746909'))
('0xF3d6578AFe01A70D7113377B4A0fefBb4c86a15e', Decimal('3.666100556079335896'))
('0xE43179e0E987616364AE51e24E44d235b0f4695e', Decimal('3.649652517'))
('0x54f832b6CE2FFfff019e7eb96a1f443b53A08F3E', Decimal('3.6134453781512604'))
('0x7286E4bcBDf717c95a4897eC42f99f49806eD635', Decimal('3.61339884'))
('0x6B0c454B17127dA35fFA6c510FBE7ABff3107454', Decimal('3.608278'))
('0xcF31Fd9774C13aC9e7Cc4a4368000c51a52c9d0A', Decimal('3.569735232374132'))
('0xA7082733D4c6Ab777360E824b4c2e052AAd9DaEf', Decimal('3.563310076'))
('0x1731Ed1d42663f3fAeE5a360a184B5596de466C3', Decimal('3.561722059'))
('0xE86Dc828dB5eCd28bC1D8FbB68463a29D989972d', Decimal('3.549150827'))
('0xEECE27dd04F617A3cB5a97ffF6e257e606cceea7', Decimal('3.52924346'))
('0xFFa75Ecff9b682bFF1a10F135791918630a03c45', Decimal('3.496285084'))
('0xB7dd7494130943E54900ccfCF1c0797dd3809d05', Decimal('3.492328709'))
('0xEC07859869F9beCbf08e9b56947b131298383FD8', Decimal('3.490152407'))
('0xDc0e393442De1B0B57545353067034A683AADD8d', Decimal('3.489450541'))
('0x8f4e639fDa8e1161D0F1b57c220C132b9035D77f', Decimal('3.486446722'))
('0x1A27CbAca08D4673f34Ab8f45b00985FF17f6424', Decimal('3.48627791'))
('0x2EebcaE0853fAe45d4eE12F306D79d7f2010DDcB', Decimal('3.479678511'))
('0x8d6FcDe2B8a63a59903b6AEA4E174B633F3d9887', Decimal('3.467909015'))
('0x2403a36973642a42AF717D736EE1C63Ff2eDd454', Decimal('3.451132876'))
('0x668577A7F7fFca4fbBa19f315BF328DbDA41636B', Decimal('3.445148489'))
('0x11129a96a0C382e6B70516172419f09E56ECca44', Decimal('3.419214776'))
('0x08E7fe0B3D231936ADA537F4858652B471fED1b3', Decimal('3.416942983'))
('0xca945da5C27E21ae021B2103376e65Be8390706d', Decimal('3.4147967'))
('0x6b429160A4834C62db15A8c41fDe36527C45fF1f', Decimal('3.414722405'))
('0x8e7D160d4c72154ace682AD3512240ed131282DF', Decimal('3.409417576'))
('0xE2Cb23adA6B45A67f1140973b12269b3b22878eb', Decimal('3.40093914'))
('0x4D0Ce2615da14bA96515A8B7c5b2060670A2f8Df', Decimal('3.398523041'))
('0xF26847B4f0fD813df6b6b3434B07aBe107950956', Decimal('3.39846111'))
('0x0B0462b0A29952EAc1d69B841548719AD664C37f', Decimal('3.392806615'))
('0xEe001De608d7447BeD1771f6Fef985165C25FA1b', Decimal('3.387183903'))
('0xB4F4d0744a57C52e07Eeb7c6032650008287a142', Decimal('3.381022309'))
('0xe2633E5bef3D9798c56B8c6aCE5d8b6908a3c65a', Decimal('3.373255281'))
('0xcBde7D0B811039B74Ef51BD26DAbAB5cf045f33f', Decimal('3.368350523'))
('0xb0DDE34ddb9C44719c0675c8b537ef6cb26e84ED', Decimal('3.350375972'))
('0x2aDf4Fe6012277B5e4Ba8E648551fb14CfaD32a5', Decimal('3.336223854515788116'))
('0xdcedDCBFd8827130dB6bA03a03Aef59AD6F1Eb24', Decimal('3.333423214'))
('0x796EA48a25C4a0901645DD39786D857b1FbCAb70', Decimal('3.318942546082235966'))
('0x1A68bBcB26d0e4Dd6B7CB844A127c0bEF018FFDB', Decimal('3.3095133202300915'))
('0xc44F148238A23B25B58C09941AF463686b8453E3', Decimal('3.307452281'))
('0xDB1790280ceBeFcCE22Fc2Bc4Ee52804bE902e26', Decimal('3.302852042'))
('0xbe6F017091A7CeBDf003875fC95dd89EaaeCB235', Decimal('3.3'))
('0x768AB32e867299B3e6B6Ddd4ec620f9868bA66E5', Decimal('3.293337667'))
('0x73C1ce2F8dF50333af89eDD5E176AE804C181ECA', Decimal('3.292166035'))
('0x189C8e8B2aD5111e6CA52D92111632676bfCeDb0', Decimal('3.285704766'))
('0xD1f7BCcC1E9200087C787fd3dbc61a8bbed46586', Decimal('3.282178'))
('0x46b4f0d8F374d6fF3803E9f8DA339215B4e014fA', Decimal('3.279667741'))
('0xEd5a37Ac9EfA6E2e3f29d38364f0682a2C824799', Decimal('3.26170226'))
('0x44E9D9CAF7De85f46e6A3257bA0Bb943b7a012b0', Decimal('3.261666706410256402'))
('0x640DDf68839D12887526f7FaD72534c80B675d35', Decimal('3.257638045'))
('0x89E2C06Cd6E98Ed845dDC91185c56Be158705bA3', Decimal('3.257546162623995849'))
('0x9aB864758D415aDdF3997CCb5c88B3E59feC05b2', Decimal('3.251051372'))
('0xEe002c82AB841615B345eFe02858586aD2D55Ff7', Decimal('3.2498998328341125'))
('0x26dae3f34fb224174050875688d723FD0063fA97', Decimal('3.24423446'))
('0x8d00482F7829896789C222899D0827EC68c96110', Decimal('3.241204353'))
('0xd4B3C08AfdFDA8E8bfa6c753Fb117dEadf6D96da', Decimal('3.240212782'))
('0x72ee1C8E71A2347bd69932C3Ae4F91620360Ce58', Decimal('3.225323546'))
('0x1Af3472104faF171AEbC8fcb3B48Cc5eEcfaF629', Decimal('3.224528395'))
('0xC47947A5970724bcBc47b194bcCDE6bFfD068585', Decimal('3.2'))
('0x244344f2fB55575eB7161F829E2BAB56c9414c7D', Decimal('3.179850493000041832'))
('0x2d9B2BB5891084921B7662509B93b860Bf653D3C', Decimal('3.171283533'))
('0x68EDfb2DC03c13c556CA25Fa9459D9695EA3945c', Decimal('3.147287648672008'))
('0x1D7a371f0f48Ef542AeD2a2B01b1C0496a366Ffc', Decimal('3.137101435'))
('0x7cCb21D53EFEED1eD7FBbe41cFA1f7A1D298c79b', Decimal('3.102560831'))
('0x275640A56E308262F505cDba1fBe3cF446bB67d5', Decimal('3.1'))
('0x77e40FECDc9A87595ad1a1766f2aAC3EbA84172C', Decimal('3.098288329'))
('0x947F07E48b5ee2b8B347572D19DeEF2d42fE0a3A', Decimal('3.09600048'))
('0x358238345cd4BE7db503D844E2BC321AA9924f40', Decimal('3.095677194'))
('0xceaC868865d00c4af37C623A5d13670eb5c1d182', Decimal('3.09550131'))
('0xCF8186e86b5C4ca8358a8179fad0d6b9C1852B92', Decimal('3.0927272819646275'))
('0xd0587bea01c388bCc0118ef03f55B783d920Dcac', Decimal('3.076904737'))
('0x918724FC193e9df22482B9A15A44c34Ac77b5C5c', Decimal('3.075740708'))
('0x89a3b42a2a8471586d9d9771CB46F4eF7D3F9Cee', Decimal('3.061508598'))
('0x34f7C1e46E4d7D36775BC9cc82DA8C14e3094F2d', Decimal('3.05773325'))
('0x74ACAC4F3e9f007aAFFb2df221442346E2D7EB90', Decimal('3.056270493'))
('0xEcED9438828f62CecEeDb69772B5820EBA6d2ab7', Decimal('3.056236486'))
('0x49F0cEc17ea3da70e01C79c23724945cC0700C19', Decimal('3.054588217'))
('0xEEcc78260A646c080DD7377B1B4c290Ba1F16C8a', Decimal('3.052076865'))
('0xf6BF6Db8027360823F123BbE3D659F8d6270dC3B', Decimal('3.050823061'))
('0xBfec5F908cfFACeAa900c195810B94D0b9C3b878', Decimal('3.046187325'))
('0x9A4E615bD29F1A5ce86E9dC77CF5f11947eC3B86', Decimal('3.046134807'))
('0x5337a7e35dec13953EbBEd17dA978488De151024', Decimal('3.026700494'))
('0x95Aa8a584C0ed39432D8D96CF4Fd3D552dc0031a', Decimal('3.025679118'))
('0x40989c196978b713E52B1A9b72df960FaCEAF4C8', Decimal('3.018318776'))
('0xDDa84EadaC2115785020aA22A9285525d01Df281', Decimal('3.017859662'))
('0x19f58D1739Dd9EEa01df66cd3D9B8b4784E7C0ff', Decimal('3.015906497'))
('0xE6a6D4A84f7EB9D26b30Fd0a34504C8feF3c1840', Decimal('3.015503898'))
('0xd0a0bb5D0BB40479dDf8EA26C3FD1E870a278Bf6', Decimal('3.006367446'))
('0xad18989Ee6776eAbbA937Ef4258DEDa54150B106', Decimal('3'))
('0xD1B7df7437444D3dFaa363eC1Fe32A9Da4c8BBf7', Decimal('3'))
('0xBB211ca456E0975456B1972f10cD15bCb45E53de', Decimal('3'))
('0xaF2afD3ED0C0D2B71650a49dE55Df671D65527dB', Decimal('3'))
('0xf8702A0e6cd49b2B0764F7A420A8a62FbA8dbeCB', Decimal('3'))
('0x20408E91217bC76e5472515b6819CD088F1036DC', Decimal('3'))
('0x53e5249238E141c8d387574a377933343fdCC5A5', Decimal('2.999832'))
('0x742C681DD67f78EE2A18510F289b91F158C406a6', Decimal('2.99958'))
('0xdbB47742F9835579aDB7Cf107a932B7CB696999c', Decimal('2.998870824'))
('0x23ef1D4fBFB0298714304BDd039a598c8f5C87B3', Decimal('2.99859948'))
('0x9b3fe6D4c6FCc5536E97C15fF98749569C792b06', Decimal('2.970746125'))
('0x263c0C399042a1Fd8C19b3ac073E351C4f0dAe3A', Decimal('2.959213764'))
('0xc4BCdBEAE8b943e3784ca42Aa3e0B53271564d5e', Decimal('2.954842122'))
('0xe3dc532D6466E03d57B425C4109b16d4147130B2', Decimal('2.91700096'))
('0x9B41c5D87deb2FEdc2eF419411cf82e6827CBCBd', Decimal('2.911808416995149542'))
('0x64Ac2B27c6f021Cb1CBca72fd63149Bcd4D6E3EC', Decimal('2.90061505'))
('0x3d75384dbCc51ac8645e5A4780AB8d957f9bDcAb', Decimal('2.8750386493401301'))
('0x50D52FC72e7364f9E27a6e4d8d3504889f4fBC14', Decimal('2.857350443'))
('0x838341ecb30Fc9C9898d514E5dbd072A6c0bB527', Decimal('2.849102158'))
('0xCBd0685856190708dcDC5f1b4EcC35f80aD004BB', Decimal('2.847046539'))
('0xF50D0453f944846013aC0376ba706cfb86F05738', Decimal('2.83800044'))
('0x3CADF5DFe0E79C88E0531638aC7afB9B58763777', Decimal('2.826288508'))
('0xDf89CbEf8A8bF4f247d187b683019d00676eea72', Decimal('2.819619094'))
('0x6557B90f7C6C9CC1a40fD55B6b4b9A2af431b213', Decimal('2.814688855'))
('0x7B34185a848759AaEb67FE4DeE1bd707fD5C1945', Decimal('2.804755904'))
('0x8f2Fd53Ed9fA09dac83A0e91cE259Fab8188A8A6', Decimal('2.790053715'))
('0xe0A701F03E00aCE1e056007609fdab14130bB679', Decimal('2.782740634'))
('0x3C9b324F41276F2B060105707816d33eD159B8F8', Decimal('2.763918004000154679'))
('0x1D2a85f24864665939f6221B1521f0f33771777E', Decimal('2.74958'))
('0x2Cd224E975b8b67Ce895353Bc300faaE40f26f7a', Decimal('2.747700426'))
('0x6de9BbA635004278639E3B2Fe3514c9e542a5c86', Decimal('2.739051889'))
('0xEF0f29B1a99Da26DbD4Ae2b9225868229CfBFbdE', Decimal('2.733698062'))
('0x6F3327e1F94389A801e399D9694aDD580dD34077', Decimal('2.728189562'))
('0xdFD595472A2c78B242732A752Ce2933f0aE664f4', Decimal('2.724288749'))
('0xb49D822571005aff1dB94c64139ea33C58549d11', Decimal('2.718751875'))
('0x59e78ADBC2111598A255Af753193F5Bb5947FcEA', Decimal('2.718342968'))
('0x6F8F698529447b66E771DBc418ADecBF9e37412c', Decimal('2.701550539'))
('0x5e53425c4B6Faf8120F4DB022d154c71eD3e9A59', Decimal('2.6994'))
('0xc5AEE4a2a8c71e1a8eAb0e5BA855d7f4C11CB16c', Decimal('2.699139'))
('0x4d07BDde33da8a7c63D3AB9588D77c2A8f6C47Df', Decimal('2.696622753'))
('0xD00Fe1B5518E69Ad5C4F29Dd9199596738d94627', Decimal('2.694737649'))
('0x014A426CDd93f2EBC01bA2d3D29E76157124a807', Decimal('2.694575662'))
('0x333BD5e924d30Aed5094c4E89eD52Da9f2Bd9aD4', Decimal('2.692298766'))
('0x69B2Cc50A7d5A01036f463c528E0909B6802E3D5', Decimal('2.679821937'))
('0xEB6991Fc62D68765d0528fDcF5cf11375d50ff40', Decimal('2.675136095'))
('0xFf6b473c0f45095dE304848D0dCF35814D3ac899', Decimal('2.666551839'))
('0x83635ae4623187ccfb1b3ada0b3f686fB3679ebB', Decimal('2.63806193806193808'))
('0x6c900755b9B2264F6A670DEAcd01B1f643270bdf', Decimal('2.635020192'))
('0x9747014b41914b36CB30e24D3dfB70453893CC88', Decimal('2.63169291'))
('0x309Bf25dF98C2f7A0AF8831A6beB6766c0Bb22bB', Decimal('2.626962358'))
('0xd28243573680eA1B7f1Cb4c467aC610527Cac668', Decimal('2.623051809'))
('0x007880764a49CC7916F571e8294eE3a03863Ff9e', Decimal('2.611560956'))
('0x07CD83A30c39393508251D2881A141defc4Bf920', Decimal('2.609087766'))
('0xfE0810eFcC3ed9A96a045E5921E55BdCa6D3aFA4', Decimal('2.593608612'))
('0x15EDB563b1F55551d0BeffeaB40fa33B7D99C38A', Decimal('2.592806463'))
('0xB39D10F7d11e3edEb4C46d262E868e59BC2560B1', Decimal('2.578792228'))
('0x3EAf346066F5b9D97567c86dA818872d3Df99EF8', Decimal('2.559451141'))
('0xf83F1bb30F0ac5fbCBc9B4c9E0f0181D3c88BCB9', Decimal('2.558204645'))
('0x7Eb439D6Dacd15D45b8fd0e8eE5f8D2D21D1E5eB', Decimal('2.554901762'))
('0xc935f147b4583C94244A0a0D6F202eA32513daC5', Decimal('2.524458861'))
('0xb26Cd7472E69f812e489EAf1DE8559591A592547', Decimal('2.5'))
('0xf040C7A006bD88661f82Ee6161378Da1c082C15E', Decimal('2.5'))
('0x045da4bDF835b61fe8f8d0d8cF8Aa01D55D6F6D6', Decimal('2.5'))
('0xf8CDf790Fbfb589440Bf96E900E67fb728561717', Decimal('2.491278'))
('0x4Ac5B4C23CCb5b455197F26a2811D4D315c75dbD', Decimal('2.485791037'))
('0xBE135980313F69576eCd74A9a4b9734Dd56A0b41', Decimal('2.485302138'))
('0xDAE98D555f1456F647A54B1f98C9808D5Eba5e3c', Decimal('2.482832867783985'))
('0x1288Cb93a7fAe550D1Aeeac77975bA91AB376AEC', Decimal('2.46133603'))
('0xF0B79F49713f8533042A679AbCBC4B6b61558f75', Decimal('2.422574404'))
('0x48260A0Ed1797D2E7CEf365fa632F3aE00D12829', Decimal('2.417592879'))
('0x83D6cD6152C18a934a93Be1572eca6D9d058C767', Decimal('2.416413145'))
('0xC08428fd6B012176E9DCd6Ceb64639E91D634b3E', Decimal('2.415050669'))
('0xd80EEbAb7625a18C8ee11DfA3AE64245f605C887', Decimal('2.412300374'))
('0x81C47AA43bBeF22BCcED71F22CAD35F318AD4369', Decimal('2.410371007'))
('0x6fdF65bba67a82e4C2aCfd983930Db6A16aB2e74', Decimal('2.38109846'))
('0x5Da8633Fce3086CbA744f7f94644007EA867Bed7', Decimal('2.351778587'))
('0xF660A8Da11b8ffE68a6Cde6095C4bDf6cf708A33', Decimal('2.34971121'))
('0xA6D66981a4515BC04311e6e1D2f2a6198f1D8BAb', Decimal('2.33955241'))
('0x24ACc2C85C0c426844c6043036f0b4600bB91AE6', Decimal('2.331601608'))
('0x704cf0866fF43D05041640Fe84252Db3b887eB3b', Decimal('2.329917104'))
('0x3bF0Ca1C7F27535D10A1A2AA8B681F8ca2418B00', Decimal('2.329039595'))
('0xBB74f60E310fD973245add8b10da83077485B4CE', Decimal('2.3134598'))
('0xd5aA72a8B4EF9e9A58A44Bf0cF0d1783fA486E66', Decimal('2.311709130000000002'))
('0x74bce9b3b65caac80B8bd69CDB895E7717400F77', Decimal('2.289877537'))
('0x50B9Cd07040D0666c76c52b9274C6D4C1c4c2BDD', Decimal('2.283619976'))
('0x0CA08E4475e1580f060DcA03a4239E972791dD82', Decimal('2.282214955'))
('0x218BfEC16B3abAeCB8F00d94b9a7D3ec5Cf9cd27', Decimal('2.278817777'))
('0xb15D341e7A31BCB734C8256C5F0Fb99Cb31ccD11', Decimal('2.276406977393304301'))
('0x38383ff745Ed65b96169BB5A5C923B145F33c9e9', Decimal('2.2760631'))
