8131
Address, ETHER
('0x21494ebbf7a7D58932bbbE59e4493cA25cA0f2e7', Decimal('100.236462759'))
('0xcE28D24cE216076B81A34265dAaF0B843f3aB560', Decimal('100.113327657'))
('0x8B29F4a5C33344F8a429A4a39550dEcbe154642A', Decimal('100.002379039'))
('0x5E95B3045C0c65fdFDfa46b0344f1d59A4E98b98', Decimal('100'))
('0xd091313B3875F2e413321DF0D2f6DC225436F533', Decimal('100'))
('0xE232eD00390Fa77815d48EaF00cF6f0258Bce748', Decimal('100'))
('0x1A49a1393cEC3Ec0A69aFe0D5790725ee164dc5d', Decimal('100'))
('0x8D82285D4424D36Ed2a1610DbD947184E682D46b', Decimal('100'))
('0x5b183121FF5A4ac3791bD09a20246E0913086ceD', Decimal('100'))
('0xD1256255381f08f8C42D23d2b3cF638D475068e9', Decimal('100'))
('0x06CE58743a33d88E1a73C827EF96b63523a4b93d', Decimal('100'))
('0x3f5c449C2875c2697Dbb007db07E3a0a151d23dC', Decimal('100'))
('0x5d711cdDd7F74DF76B6c12216491FcE65EFe8c9c', Decimal('100'))
('0xe039F2cF19CA8D2Fa2Bfb090340B5d512A66b21D', Decimal('100'))
('0xbfA660249ff7908Adbf52dFDaFE36d366E28F99C', Decimal('100'))
('0x300c4C56A078A458F35021c4915b8A85531B1Eda', Decimal('100'))
('0x099f8E7e4cA4E0365946c4fac77EB0Ec498c74ca', Decimal('99.999319583'))
('0xEd0b84D3504a39984019a8745Ad95345E19e0642', Decimal('99.998'))
('0xEb3e2B16Cba2Ec6C0C6C8720B37c78d7b78ea691', Decimal('99.998'))
('0xFFBCFE32D0196f1147f21Eca36A8293FbBB04d9C', Decimal('99.998'))
('0x0B70af019319a050c19aF269520869274b209D9b', Decimal('99.967199254038661'))
('0xb3A3f5058D2BeF958B4F770d452093e1C3ac5866', Decimal('99.962387047'))
('0x20fd004323cabF6b7eEe22c2a98C9305802cF7e7', Decimal('99.944197258'))
('0x292e06A798eb97394a7D3918d3f14FFC22E1aB1D', Decimal('99.822085377'))
('0x1bCA41732b5466aF92dD7a345cBBfea0E10Bda56', Decimal('99.64295615'))
('0x529Fc157A3519fAd2afA4dBCfCE3e1255a1AdA2c', Decimal('99.522266601'))
('0x2AfA8bd29b2088BB2b4dc955f5b9333fd62A965C', Decimal('99.325692953'))
('0xC37Ea4FaA6258e11558CCD586C906BC803910000', Decimal('99.049454782'))
('0xA5ff2BD7bF429199cBc9f489FF8143f1d284308B', Decimal('99.000524938843281666'))
('0xDEcA3a78a08Eed7F7Bf8C786E7D91924F5c8b61d', Decimal('98.882290388'))
('0x2116e3046272589809e22D30D731DCd56E667D23', Decimal('98.85854442239804641'))
('0xcDd4F0d86D50C60248b6cd7AB74CD1c43F11158E', Decimal('98.832167602'))
('0xf7e166BC03f662763217541D3F27c0a92Ea2BA54', Decimal('98.722371308'))
('0xE6Aa0d370Edd43fD43c4d8E08c29eb71D7A0A2ae', Decimal('98.694133203'))
('0x82D9B275e3257047c957540e4cF5C48136eD96a4', Decimal('97.821722815'))
('0x71250f40509a40A36790D01A49784C33792BC70c', Decimal('97.232902079'))
('0xB503f7fb3Aee6edd8b6cFe6B7e9b3846C5E818c1', Decimal('97.144206805'))
('0x9986A51Af24Fd0A6E35407cFb98bA13D09d26639', Decimal('96.755556159'))
('0x5ecD337630e704f0D9F50A6152a15A724f17461C', Decimal('96.700047458'))
('0x41d26e6c06eD3B79E6Ef6DD9D3b1cEb4d84706D8', Decimal('96.515197571'))
('0x145eE6A6E92D3983fA30dFbc9c9963CAf615637F', Decimal('96.440339223'))
('0xFF8d60F963C1ecC4Ae04b2aDCF685d4bd9615A27', Decimal('96.289912597243065918'))
('0x7415c940FE30A675e0664F833b8090a3C1c52A74', Decimal('96.283093754'))
('0xc8f67F3D746eE179156984CEF01F09AE1754D78C', Decimal('96.113500377'))
('0x09bE60a37653062255C87dD58965d4Aaed448b55', Decimal('95.9771539245157884'))
('0x63618A1f5E1559c91De5d4b0f96D87499Aa96de0', Decimal('95.784525987'))
('0x306d763C84edFfe50e2568840C0a27c7Cf7c0480', Decimal('95.603096592'))
('0x990d3dCF834BA332f223473208Dca2C01603C20A', Decimal('95.600300035'))
('0x7cB33002a7938ba0CCc5515c773f63E4C4673300', Decimal('95.498677'))
('0x98520B805F703e221AF351Fad0b3720E75430962', Decimal('95.2875'))
('0x467Ae026416E71349Bd503863073EE175f812259', Decimal('95.1488959'))
('0x3C292350b50Df988707424FeD15F839fb69D9967', Decimal('95.140602179'))
('0x77CE060f1dEea946e4aB0Fe07a6B97cC4013Ad05', Decimal('95.0382'))
('0xCD3FEb0001Ef9DDa6B04245D9d4300aea5364975', Decimal('95.0358'))
('0x8FE40451b1e120C8E9adCBe5a3707f29184B598D', Decimal('95.023100007'))
('0x5bBF69cde434abF57Ab284d7Ce186436209dFa2C', Decimal('94.651569607'))
('0xCEdAE2faCC9c1B92AdF737BAa67b9434feA78bC7', Decimal('94.630906161'))
('0x8346ab24af19316198fB68faD86A4B660297ac99', Decimal('94.377421927'))
('0x1C96bc34C89bcA9C3Fc071bA2421C714ADa856E8', Decimal('94.226932937'))
('0x62476C8F6505da2830fc3B06343A1895eB8F0a42', Decimal('94.156635928'))
('0x0259489726207d3DBf1C7f56D54b6E94fA346a84', Decimal('94.0892640980914919'))
('0xfD119CFbdd29cb19FC50ECfF7A6054E609398dB4', Decimal('94.043693848'))
('0xB36fd8e5E686C0a4Bbe60Fbc4D59F9E827D740d9', Decimal('94.0395286'))
('0x1f2714D05e2c4A7Ae2b3736c05E305d5814b5A35', Decimal('93.2919891883077531'))
('0xDD8bD1907Bb40DC8A4A2accEDe443B77B986B7AE', Decimal('93.107210948'))
('0xaC267b1D154ea84442699C2838d1F716e7D5d18C', Decimal('93.055022294'))
('0x7F0206EE79Db20E01575b4CDe532f11cE1857fB7', Decimal('93.044963242'))
('0xdA06D98C24A38950b2bC3D138B1e4EEa03a12fac', Decimal('92.921965108'))
('0xEEED73B9A73664C90F58aa63Cb87C87C711AaA04', Decimal('92.680655852670693'))
('0x0c4892c682eC2bd07F32f19afd19052e18002C4F', Decimal('92.454769854'))
('0xAa0b5f0ad7F9F244bde405D970E81619802d4b5e', Decimal('92.22825003'))
('0x5B66b9F5bF813f8004D31860183ecda535EC18C5', Decimal('92.191745633'))
('0xF426D9501C2C27f9c5e56EE547Db856112670CEb', Decimal('92.127599694'))
('0x46d8688442D550360e835492A40084678a0C4CE1', Decimal('92.044859659'))
('0x3c9B204db23B902d4295E6aBa3405917EFd59449', Decimal('91.76426327'))
('0x83F8aCc95ECe8c38D0D963387603c919a09564F9', Decimal('91.4291161'))
('0x4A3d53E84Bd1A17A102A0377aBDc28E58545A5D4', Decimal('91.360800964'))
('0x3b56E0ec3aa639a7Cac1816c3865c1108809bf64', Decimal('91.104365909'))
('0x39682805959Ca85F91D4Da5aa70F88390bF2F097', Decimal('91.095955272'))
('0xA481653e92B09c5Ed71d48e3c4FAA4A0A417BF93', Decimal('90.886049986'))
('0xeBd8445734A3ceBBFBC3E57F4AE20Beabb76dAb8', Decimal('90.744445727'))
('0xdb7fEf0DC2F3aCB6573E2bD41A0F9e5808C261b9', Decimal('90.73724299'))
('0x2726b1CaEC7B78982B2CD3c9325a38a987d5B146', Decimal('90.6839101823117178'))
('0x5c58a532aFBB81A71180B92F037a08Efe8988515', Decimal('90.51375457'))
('0xDb790b1B42ea3AeFe6b62acCBD00431e86Ad532D', Decimal('90.448124478'))
('0x4B507B58C63124114ce5c9D655673FB35eC36955', Decimal('90.254224366'))
('0xFBB756d70567F4F0ec6Bec361438B706b2d53806', Decimal('90.190475645'))
('0xd8778AAf0e43c512010Ee33F40CfDE4031ffE395', Decimal('90.041284977'))
('0x48473c0390ebE3f286230d8dA64C112f4A59301a', Decimal('89.970477184'))
('0xc771Ec24D39C891A8A915A9BB8AcaD867D5612B8', Decimal('89.394456089517923'))
('0xab707118885A925FDEf7D28007ef1a1CBDF45153', Decimal('89.355789263'))
('0x2A166eb1eEa4217D6c95Ca88470A6d1877A79036', Decimal('89.132730017'))
('0x090492C2D167c3791D189afc43D51733d51793D5', Decimal('88.783362848'))
('0xaD26B847a1ABFE60319b2bdB58644b8a5F72369C', Decimal('88.740997392'))
('0x5c15273794083B505CA9238E6Dbaa2B7bc022a83', Decimal('88.698447558'))
('0xaA9A65Dc3451c4105AdEc585753beABdf8B3ef2D', Decimal('88.656639'))
('0xc64d8CF5bF4D28ca8FB457eFaD1b33c9Cbf9c144', Decimal('88.6459553'))
('0x5260086105840884338825396BA51DC9023ddCA9', Decimal('88.438494707'))
('0x4b386c61BFC779E9Ff1E2BBc45226323c5DAd70A', Decimal('88.238582217'))
('0x2686359E3309a9aBa47De79dC31766efEff5CFCf', Decimal('88.206189442'))
('0x4D21e5E40800903FA1Ec32582140f60b8E2c4B11', Decimal('88.138037908'))
('0xD08a1998F64fdB6Fcf2D76A76bB2727Da4a38715', Decimal('88.051167'))
('0x1EDcb96aCE2F20799bD6727FbE334a51E635a76d', Decimal('87.881013228'))
('0xe8ca51C4e3A8269dC6fEf16C326c3ea8AD935B6E', Decimal('87.780559689'))
('0x29Fb4d1337cF56ef3379935eb3F3D3559C9293c2', Decimal('87.45991692293794959'))
('0x548300a878209C972f1e5f1013DD100884236a07', Decimal('87.367659107'))
('0x17C4d15656f8B8FF18D2F12C2Fcd92ED2Ad0A18E', Decimal('87.3669'))
('0xFd88ED7196e0161988B91dB3B8431C27fD92ca41', Decimal('87.261836212'))
('0xa94f1c88623882D742c09959C36c0992D810aa64', Decimal('87.193355942'))
('0x33496BF2654aCBdbe501ACcC9393790707E89ad3', Decimal('87.167715656472947'))
('0xb8Cb6a9bC5a52B9cFcE26869E627b2af0Ff5ed4A', Decimal('87.166510346'))
('0x17166415176C4557E5C2B1A588d25D8c68c5F80B', Decimal('87.014732821'))
('0xa0A847cB00A6FC9A7CCCaa548bb1a7f5b61D9f57', Decimal('86.920787107'))
('0xF39739161A88aE0B9E9Ce185531Ad3EA63c8dED1', Decimal('86.440900568'))
('0x3cFda96b50874EFab8c19779BE45975cebdB8Da0', Decimal('86.41972712'))
('0x94EaF9908e222Cb792F878f6536d1a597efC9051', Decimal('86.109913498'))
('0xb7DC0Dc24565A15D8c9858E6Dd3840a8a10259ed', Decimal('85.986912897'))
('0x59117c8e4DA03beb046f6619B09491Afa93593DE', Decimal('85.854583103'))
('0x7Fa78669123CbdA7261861dc7AdE7fa035550DEA', Decimal('85.783373716'))
('0xf266B97Aa518E501890549d252992E265F6057DB', Decimal('85.487325914'))
('0xFaAD0Fe0F900dA9591E807207E2e70dfA191d4dC', Decimal('85.335395'))
('0x8834364e1a286C1dF838197b47dD5eB814801dfD', Decimal('85.11943046'))
('0x9e879e796F9bFf6BA74b4D90554ABF94faE1fEB1', Decimal('84.71939586645469'))
('0x489E4819Db7De3F83fa07a377CB272DADDc3F0D9', Decimal('84.677241548'))
('0x83aa64C3dC81A3d14a0Ccb51C7FE729D0110975D', Decimal('84.60085299'))
('0x97C74bD11e50308aa564d1838F93499A2f6f512F', Decimal('84.579093799'))
('0xa08432524b195290F41769d8E66bb89F56E810fC', Decimal('84.56291459'))
('0x27aDDc818275776f2feD07fF0d50c0d7834Aa143', Decimal('84.49344532101885091'))
('0xb2674AcfDA72E0e99C998a97e6796E6180ACE1AF', Decimal('84.44357535'))
('0x9d9968BB8A51A6685cfB799fa47f55AfE484dC0B', Decimal('84.429113969'))
('0x3A2686E8557c4b88A2FdE000de6F61ca3b543F89', Decimal('84.12345678'))
('0x00d3352DD940F2800FdfD2aa70D09F611333EDf4', Decimal('84.020311101'))
('0x223405B3880F0006593eCDc55132c1EB86A6418d', Decimal('83.806655381'))
('0x4619980309Ab3610e64271C46908f7fFb4dcF609', Decimal('83.441982244'))
('0xf106F13562E30841c65c3Dc9Adb7465464411d95', Decimal('83.329467285'))
('0x892BE0b2b983b37D9eA81b59e0304F7195226d52', Decimal('82.72155954'))
('0xD2b5e55255A02fF1F334386Ab0f7c9e048b8dEa6', Decimal('82.67874222'))
('0xD4AEd1bd69f768C1Fdfa99e6B2c7AcD9b7FADB1E', Decimal('81.478137834'))
('0xFa548AEDb5284137BdF86a6F383055D4733E02E1', Decimal('80.692851789973606932'))
('0xf64386BBFb7E01dC8Deb8A2af6F9c36dcAA274B0', Decimal('80.45211541'))
('0x0d87937B70dD187eB7a21BB238aC9f004BfA9A46', Decimal('80.405459192'))
('0x9F73feA741e8506Ba7aCb477745DAB1cFAB8366e', Decimal('80.324254885'))
('0xE84989f62bD2003a048B7508a200234271438078', Decimal('80.2584'))
('0x3c152C6d831733fA7A0B36a8C895381cBc4aC20A', Decimal('80.23681563'))
('0xB69B55da304E61cC4C34a552624925EC2Df7b55E', Decimal('79.797767322'))
('0xEE543536C7ED48842C304c081EBf2204273773Af', Decimal('79.695'))
('0xFd0Bf6afa038D6F334767d46da0d80C93430e5d3', Decimal('79.57125'))
('0x84a3CEf7Eeb216ef9D1F988c8e9fE1851F063346', Decimal('79.496005447'))
('0x82C5Fa323f328fA00a629D8b4A6c91baB905AFBf', Decimal('79.4797245'))
('0x0ABCF9525df0ae756b4349fFc7e32E6F7c857254', Decimal('79.4475'))
('0xd1b9827b4919DB04f37390aF1985f89eE344F766', Decimal('79.4475'))
('0x0E6a04764205bd9EC19d4fb9B63a74027803cE68', Decimal('79.4475'))
('0x651ED41BA2E2e89820754f0DaA2E24971416AD00', Decimal('79.364314679'))
('0x10f8f16C952CDf7B2482dcFBEdED6BDc9dd63154', Decimal('79.2'))
('0x7790ef7722F23587861a19633cbd6e6B39cC7c6D', Decimal('77.876164059'))
('0x73Bd3d5bD467c0721EEB54b6e9D98f81DfB7B303', Decimal('77.708738975'))
('0x7d06E47f56F62aE8e5CC3245747a2d3F0DF4d673', Decimal('77.385134807'))
('0x07aE430276AFd90467BF9eE70FFD01E47F2523F7', Decimal('77.282301095'))
('0x87030D79B140280487440185221c2619398DC9B0', Decimal('77.14117625'))
('0x808b59ee504c6655745451FBe91ADEF5B1810f75', Decimal('76.94881929'))
('0xd3B5538941fadb68012Cd35f25dDAcA768FDeF83', Decimal('76.84705221'))
('0x4C23CCDB7275Bf0aFf0e1320C90E21A56AACc9bE', Decimal('76.622264189'))
('0x577e65FBA455d64DDd08623d03fbF792D3cd3725', Decimal('76.439894169'))
('0x6413B29b2Ca65C99Ad9B34f978C9Db482aeDDc15', Decimal('76.2302856'))
('0xAe1C7f465B2aFa7C0a0ad33fF4186908bd7479a2', Decimal('76.05645024'))
('0x2fF0A0c4b870E4507E5c3623C1BcA78E2155dd79', Decimal('75.899696084515792924'))
('0x8F774061C4f14422FbfeAf59B34A8E3d77ee0768', Decimal('75.817790364'))
('0x98246560f9D097a48E90991B030371D10e1D8ACB', Decimal('75.733746266812092'))
('0xEf254C59fc5fdbd956D6E734368eeD5393A2c3D1', Decimal('75.557332824'))
('0x24909B925cce2217947Fc84A548A3021cf591162', Decimal('75.4879158'))
('0xa94E30Ad379010528e4A7fC890e5f3a85075DB22', Decimal('75.255148961'))
('0xb4BeED4a74df0e363d159E8dC7f115e4EB6F6216', Decimal('75.202944285'))
('0xe1aa2a5442d9e5aA75b51b10a86648951558b550', Decimal('75.095903172'))
('0x98AfdEE50D40600e73AEB68fA4B9eF4B3141f6Ec', Decimal('74.881608771'))
('0xeFCFE551B2941a96c9882c344397a351c9AaCf2c', Decimal('74.693854585'))
('0x6eFe07d6a414ff7978cb11f312112D63B98EB0e4', Decimal('74.633249306'))
('0xe8b6818cf0d24Bd0E7ded854b3D368662a150dAb', Decimal('74.571454936'))
('0xa5f9985a22909E32E6aD72d82726D1bf2e6239a7', Decimal('74.533661201'))
('0x48aA73DEb8c1230CA0E9aB9D67449A0f160D9466', Decimal('74.3675'))
('0x0fb85d16851399E73cD1F5DDfacE25a648128844', Decimal('74.286040257'))
('0x20E6AD5e72c43BeC67D06Fcd8dEc76203db19b58', Decimal('74.270537678'))
('0xE526cE956Ffcb4B07AEc0306C3BE195CF6DD40ca', Decimal('74.17701399'))
('0x3f78af79A0418D2e0CC1113e78d61DC273590d0d', Decimal('73.93571200199870989'))
('0x523A8147C5B7A50b1A3E77B749373f8C560A8623', Decimal('73.918746378'))
('0x668132A3356b985EB99BB0ee64809041d7b3f34A', Decimal('73.702469445'))
('0x8Bf16859BF1F5D3F7fE0f32746a19Fb55bd2a04A', Decimal('73.692964582'))
('0x929d29258DDddb8f7e64cA20beF616F0c0309384', Decimal('73.588090593684578501'))
('0x128C07E71195632752b41A6EbEA3B6abD9cfAd6d', Decimal('73.250347353'))
('0xCC43DDe4a98E370A2fF8Fdcb27F41B5db31f9aEC', Decimal('72.842138371'))
('0x7d4A2e56848b88569560376cdc08a48580F3aF6a', Decimal('72.833861007'))
('0xF5055159573D41F98070b77734344c72C7De8962', Decimal('72.568994032'))
('0xF02B73F9FF8aA4DE78B02b5d63c1D14daC918565', Decimal('72.46092415'))
('0x51bDD5E2e2f0acF31F1afc44812f6999f5AcD6f3', Decimal('72.42645296'))
('0xc560D303a6a1AD2125Cb02D5ee6598DB4BbEd51E', Decimal('72.41369578'))
('0x59f74B58fdcEf81C6c4DE879F9954E436a22df2A', Decimal('72.332124137300176775'))
('0x5190Fd617B16feB5F8D9171097a4B8b0DFA69A59', Decimal('72.31213333'))
('0x1920C654410d1895aEF1F6aB01F23a5234f02B17', Decimal('72.00054'))
('0xf317a411dCadC3EA516b128480f6933f39C8FC90', Decimal('71.790734401'))
('0x8815e6184297AbC83E5AE2e8F0B7707a1023c315', Decimal('71.706430777'))
('0x53945311F93293d3CD60DBA2C93a2E49A5609AbE', Decimal('71.5275'))
('0xD839c01774427af784bd72B7ea303fEEF128d940', Decimal('71.5275'))
('0x5B111FFfAdbD6e38ce5D6EE7Bc815CE0Af70b928', Decimal('71.5275'))
('0xe294537aFe823bF0CEeE28AD3E1cbDd9Bd1599b4', Decimal('71.5275'))
('0x51d91ddF88CDb64e4902b6Ce6c81aF67a7f6F62B', Decimal('71.5275'))
('0xf88455274693128E570E3dfE9a5d040B49a0205E', Decimal('71.504936916'))
('0x084fc6422AB9789335c5BeDb9c49C81D71dFf45B', Decimal('71.454682882'))
('0x9a027ccd43BEE2194C0Aa4A99887c93788BFe8aa', Decimal('71.357795877'))
('0x69BAdfef8025c4622958399e47A0AFB798A80807', Decimal('71.28'))
('0x0D530bA045Aa9b82bbb0D004Cea536B2669eD0eD', Decimal('71.160437096694866801'))
('0x40A6B023c543A0D537037954F2994634f8FB9bd6', Decimal('71.1'))
('0xbBa2EAAd3692619c2958AE1d897b3bb7B8bDC4fE', Decimal('71.049577883'))
('0x49bf5393848396e90B3e29bB3d964a49AeFbf471', Decimal('71'))
('0x4b5eD7240A1fE93390D9D520FbcE1BCa84b59737', Decimal('70.841743902'))
('0x35aEaaa4D5240B0632391Bc709E0A4041114d9BB', Decimal('70.836827912'))
('0xBe38DA81996f73C1815cfc5417258738c87a3415', Decimal('70.834312899'))
('0x0079047b5f763CBA41a560Ee9a850aFE15EBf864', Decimal('70.617384014'))
('0xE5dB3dd612af88cA8065A712d2932892fF962DF7', Decimal('70.333774939'))
('0x0FdBDAeE5a6990150B54b851fc17fd66A21e1B7f', Decimal('70.329415193'))
('0xB954452424076e195f2DF01f6d063DC9DBAB8f98', Decimal('70.163982009'))
('0x6787CBaC0DFE7E0033303F1b0170422189b24bDC', Decimal('70.131323963'))
('0xfE5BE60e8d82f577dCe02C7551dF46Fb62E0eeC5', Decimal('70.042478922'))
('0xdcB2Ece697C28e0168337E7ad7fe1E3f667158dD', Decimal('70.038509922'))
('0x34f7780452FCed98dEB29B075fCCe6E9c6663e44', Decimal('69.972991089'))
('0x3706A483D2ff65a20d479270db2DDFb0095045eB', Decimal('69.963641028'))
('0x050Fa1C209F4097a0E9EBE48c82cEDaF04592d53', Decimal('69.938534269'))
('0x9D963Be4c121795b1B8FFD6A4598452128beB423', Decimal('69.91116299'))
('0xbb45311E151b1C7073c5bb5458e7062f2866fA41', Decimal('69.888956978'))
('0xC5b59a9AeFa0d7D1Bf5216dc5D52CD9606293c8E', Decimal('69.815878583413460089'))
('0x45313E1C18bEd21940CC3cc7839e98f0dbe4E914', Decimal('69.693283116'))
('0xb6991004a3c63bbCD5381Bd137E5A17BB2DA43b3', Decimal('69.643949173'))
('0x3Fa40C4CE83a49CA000cDCC5073ddb1AF6c56e2A', Decimal('68.9994'))
('0x2A9d791c3eef37bCf1548B055a7FfED8797EDb02', Decimal('68.837631945'))
('0x7CE1077E4e325569e98549de843C64CFB0f2EAcC', Decimal('68.783522523'))
('0x50aa77c2A15F0a885D157E43387416F991c6c9Ab', Decimal('68.483819483'))
('0xb8297723528fB623d44608300A81ed844A1285A6', Decimal('68.25632588'))
('0x7FCc2b4b7F3d11a96782075bF09111F23a285aAE', Decimal('68.165920362'))
('0xf931550dB8E6F1dCD037076BA96c0481463fbF76', Decimal('68.162692534'))
('0xa23fcF616f1FaFaa705355EC8428b452258aD418', Decimal('67.97674303845253912'))
('0xa2e249ec0D11fbF2c3e93Af1C7fd22459B6506c3', Decimal('67.94668028'))
('0xB36201b113e00950951De30d0729D865bC0C4a04', Decimal('67.88680474'))
('0xE05bbC3817De88D6D2C9E9DbbA6bF7099e8Cd067', Decimal('67.770805299'))
('0x3c4F92d848f4c479380d8610c64d6eCf46Eadba3', Decimal('67.6252552684718497'))
('0x640D9B90cD0ec92a958EC8C2c3e1a40B3E561a92', Decimal('67.541674577'))
('0xec2634BDEbfE5Be704Fd905FD57Ddf09a29c93F6', Decimal('67.5'))
('0x95ac6A24455CdF014E46bFA3E6407ef27B2406B7', Decimal('67.490023979559'))
('0x99292EeD7a79Ae82F0f8A95E082670966fc9e9C3', Decimal('67.44375'))
('0xCebF3d58b3209beA6AbC51F2d6F2C0d828c35f7D', Decimal('67.331630104'))
('0xb630ad5032aa86cF618554eefceD1Ce44dE90d54', Decimal('67.15634106992438'))
('0xb2c28C4b1d5cfA438c010699fe85926b00b60dEC', Decimal('67.090528233'))
('0xaaB4C5830bF586047857f795357f630F026d187A', Decimal('66.946799612997415671'))
('0x190A7Ab4351CE7b4fc35Eda45C0699eBBdA1ed03', Decimal('66.901494581'))
('0x404D1710A5C02412ECA436E25c6e6A3295e2d267', Decimal('66.83855563'))
('0x9C043eEeb94FA93a526E55BC893761c8Df4D831b', Decimal('66.62980899945326963'))
('0x483598700F709f426118E16CB4C30764F3c05c4f', Decimal('66.307099257'))
('0x146D120170544740068Fe1F702426C9d9a526058', Decimal('66.18242248'))
('0xe28dbe73Bb6264a46186f01732Fa6b99d8884DFD', Decimal('66.16390561'))
('0x2F92105b5228B70C8b4052f301fC9dbE4FF3C9c4', Decimal('66.072435951'))
('0x91432345C0210aC922Ea457D85dC9F6F18cbeC60', Decimal('65.9631531'))
('0x1764344b9CDB7C9278B8735D48cCb92e12D6eE76', Decimal('65.956811897'))
('0x29388380B0423fa6747f050d51C7D333C0f05831', Decimal('65.952584989'))
('0x01793D5622923A85afE2DEb33FB9B5597726c64b', Decimal('65.939552296'))
('0xBa92FbD06961b5Dfc3f383fca96A7335CeC4DB93', Decimal('65.674440217'))
('0x5CD925a6b6b8b51b8DA2E2BEF14Da48F4D12C614', Decimal('65.436521775'))
('0x9Cbe0d60C3a42206dB50D3595E1e801FB958f88c', Decimal('65.324999405'))
('0x0eA96b0F24e328347C655FF410653f0CF5D92d4B', Decimal('65.25471384'))
('0x85113bA6dBf92132b4b50B757D6D43cd1e98072e', Decimal('65.14069315'))
('0xa46F9a248CbF9b54B0440776a9E60a720E548a52', Decimal('65.0104137'))
('0x125956c7fF8d3b90797642c8Ae7ABF16b11755f8', Decimal('64.854919583'))
('0x55E33dBB361b67E5a8D5e9D3bfD20194e0Ac5459', Decimal('64.806705956'))
('0x94Dd35FfB1B7c383695029B7F9260060740e4176', Decimal('64.7320494706725126'))
('0x6d62A4758CfCE942442DCd48bf6C2e04DC3EAb06', Decimal('64.668055034174272641'))
('0x1e6d41d9Fe397dd89F323bedAC241aF16dc35950', Decimal('64.61061488'))
('0x96F315F26992a541D36072f3F156CF828B2982e7', Decimal('64.549058012'))
('0xb803EF626eC32242DD928411aA587EA75c98D035', Decimal('64.48914798'))
('0x1633b975baf9D915e3ECa51E00A763f5dEC28412', Decimal('64.409306015'))
('0xE0344596846952D4e45312833b358660F7Ba1E8e', Decimal('64.368063459'))
('0xA9A710F80a85EfaaC94Ba82F780B639fB98AF91d', Decimal('64.339305802'))
('0x552bC7401a7E83Ef9fEc408864f877d25e8bED30', Decimal('64.264342324'))
('0x9c48C4d4a60b9d4B1C17567475a963c64d903c40', Decimal('64.199841296'))
('0x6bF1555fE0BBB0Bd1e68650b5C2E217E306774B2', Decimal('63.950350237'))
('0x1E4685F955a6bB62364390eacD20e3a2194E0246', Decimal('63.737309769188933'))
('0xA7910A25B2F03a911a8d203Dd69210b28f522522', Decimal('63.67618277'))
('0x81861Ccd7B28621F862A3D3cC1C0C73c63bF6800', Decimal('63.636606'))
('0x71AdcAB4392F6C176A1cD979596BcD2315f970b0', Decimal('63.6075'))
('0x6F3f6eBF8128F2907be2555369Ab93dA82e9081D', Decimal('63.518846822'))
('0x2a89ae35001E505b7CbA8E36EDa3cA3Fe3E72aDd', Decimal('63.4845816'))
('0xA42e677f5C0aAd698E7e6D9917Dc9563C999Dcd9', Decimal('63.407850033'))
('0xc554E6b2410061DCaC8Fbcd958413F9E2f74e4C0', Decimal('63.401750025'))
('0x5afa5eD7Ae3dFbB7146056C3561c7D9b9FfCe0C7', Decimal('63.3672765'))
('0xbc305ae9A27CC805A95cdf9c9b8Dae55e06360b3', Decimal('63.36'))
('0x5F68A24C7eB4117667737B33393fB3c2148a53B6', Decimal('63.36'))
('0x6cc05E77bA0388d12f21d86B22e9E748F2Bd50dc', Decimal('63.01144351041241609'))
('0x0446311D616B10fDD1A51db8634eCCD739487e1c', Decimal('62.9994'))
('0xec41e15BE4c1d2AEa914709e8eF463759Bcf648B', Decimal('62.9208046855105682'))
('0xd4Ad7CbA054fAF803cEF4C4b2cE6Fb8C479EAC83', Decimal('62.8557262'))
('0xcAa0B5BBdf4dF0823e7D2fd15Dd480d1eeEd323c', Decimal('62.7649874199423092'))
('0x87e21e4F5B0553a277316E556B1Ba1485f20211F', Decimal('62.683455767'))
('0x38bbBFB2BA0f05A3E7eb3e565A084b66D5215Ae9', Decimal('62.629386173'))
('0xE8Db3C93E13890ce76b7Ba54B384029cD1f33735', Decimal('61.959322061'))
('0x95dfA16f481c48f9BD75b6A01859b7666B6d7C07', Decimal('61.943796038712731'))
('0x5621AA296f91ddF01eC2C1bC71b94b1b50c3CBef', Decimal('61.941762048'))
('0x6144883f2b6e74C68414A6524aef73BAc68dE219', Decimal('61.886480748'))
('0xeE7D20A7C35044d338c724ca34cA5B4fe8B9EBb0', Decimal('61.747082529'))
('0xe2F7Fe012CEd44F7292dE8a07A2EBC0EF6B3149b', Decimal('61.608956576977293'))
('0x0C0E05adCcFbCC15cE9ff3B45bd5b1DeC72A36b7', Decimal('61.47384208'))
('0x478e23d0069E4d1778648E0096dCda36DB90Aa28', Decimal('61.381630572'))
('0xD67bBEC83a362e6D65ca1C319f1dF89141B1f163', Decimal('61.338823463864747066'))
('0x6BfB3f1C79746a7fDbFdc4AC583b7018b293aA30', Decimal('61.311653198525383001'))
('0xdC7d2a56E5dfE370cFaF7215a767B432D43460D1', Decimal('61.073416561'))
('0x18233Fa5ac798D000D35b8e460dC166E7CCF772B', Decimal('60.923768884'))
('0xA0535C01d82E142a9D0019cF502B05ebE3CFeD99', Decimal('60.705106147'))
('0x1d9EE88eea493A5d3B762b4F0db3f8939cF68931', Decimal('60.66911133'))
