ADDRESS, HALO, VET, DBET, VTHO, HXRO, HST, EVED, ZRX, PEG, OMG, USDC, BAT, BTC, FLASH, HETH, FCT, uDOO
0xDcB4e8543723247b7EE1C3354629e821D95ed7D9, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xbF19EF35deFC98f6Ba5b52438302A0e2d67C33Be, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x27f99bf621B77222d2a18f292F428735372f9799, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xff13F1C64cD651f20F1F27060f574d5908Bfd5dA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x270A22427188d3b5f81D5439bA53AF5801CB0F20, 7580672418032786885245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x70bbFe714C92b8309132a49144ba70b08CdDfE74, 7638167490580138280981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xB2c7Fb7fa20AfF590a5436D2E70a0e543C247a4c, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xFE3bbAeae372e1c7ee667097fbaF90331eDbB6ae, 1011510394736842105263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xc8a9D002FDAEbF5BF03D530C3047D96b44257F10, 48354838719072678680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x0B3B480a441fa65A3A0c4266147F6a21bb2f29C2, 505899946043165467625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xB312811396bF993Df19288BBAa57B804B5DCEB1F, 7500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xE468C29039B7706802c9823e46D71f74b202284b, 7500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x340337E23Fc39053f65E474f6A74357B50f47E1D, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x5B08878E774c717A34D2538059A63bdD0389A7E8, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xE1C10F723c3124E38e4E48ccb570DC108b6aaD07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xD049670F71F8a7e91bA19D8840422766FFc48295, 7500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x92e6c8F512b3d761b1d617C1C468234F2Eb20F72, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3a0b9740cE9d534A2211794D28D39FaeEaeb8592, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xd1380d0Ce0619148662E083b4dDe32e4A6f4c44F, 502122316462124418117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x5D4dC6B4A4A43b244540f57C7323d7b1B26eEd4b, 505899946043165467625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x180367325608DD4365876b1149fCC37968aB1154, 7500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xC83ae4e437c98fFf3dB5B1eceA30b0DF429A922D, 1026960119989367357787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x2Bdb154233F1730888da3E736c1a46Df4E5ff5d9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3443630AA1DF685EA6AE6ec548529C6944CAb958, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xD761A2d45C3a70BB4E8a0e4cF5c4cd523B4D4f08, 229350000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x2f564bC86D883E7B2551a65EA3dFbEB5ce11914e, 513833245607435620129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xdDab01D4f675B99faf758d95b76c32798E54b105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x40dEBf15817973391f1B366aD17D2de2aca8968D, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x02e4f19d120C8859CB3A0Fd6708D21bE3c3f543E, 10622089315639176145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xA2c856ABee3DC00dbfF539F516dBBAFe5f3E9829, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xEe018a940Ea6A8e64A10B9418D0530dD51B9b053, 7500000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xDe7a68362eD58E115699d5dBa559bc2dfba0f447, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xC6E00295C390adB9d567C600E67b3cAe1bB8B664, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xbb0675aC06310EDb6CbC0882d5Ad6420Ecd9551c, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x5B04D2920Db07D8677F4ef4C81fEcc1738707afD, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xE744fc9CB5DdFA9F9301A92B7835B8044C9dd71a, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x41F2D461c54b600D5EEbF3c42B88669c60cF5AaA, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xd94C847d9322f9e7441834f692Eb7FDA3E2aDCE6, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x929D9Fd78bE722bA8b3A554b9309dc825652decE, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x45b4749D82Cf410edA6D0A2bfa15E569eb81F618, 18942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x820D98e20B4eFfbdD5804a19d8F845a27b82c92a, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x7aCD90557720C88dAa0985b66FD4054cB4075bE5, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x661Eb952D1DfF155653BB9939833510A01535B8F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x6ca9DE99D2d17Bc3e711e403fe05744e67FBEBfC, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xF1908BE7CcB3c177095cF5f0EF3057E5cac2BB25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x70631D68bCBEB90Fb12aBF70a6B2D836F65D8E0b, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x499E78e129Db8d368cf32b0C1bf021584C189800, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x06f070cf60C09044422c2cFF4661f1dCC52F6e32, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x930b42C6255a73d404038222C361D9Ef7d55238b, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xF1cC30427A518f56e7d0C9182eFa402c21A29f8b, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xb2cbADCa3E312b34a21A40B2A1799a8b50E8b7fF, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xA97445c0dF944864D6a99162AF3d4180aA780159, 88446522567258543894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xa80bDdB3145d6784E33c6f9B0CaF9Fd47c7b6EB4, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x667083023c5d88B41b93E9A919CE8d976dD94Ca8, 505899946043165467625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xC33EDDbeEe6aE9378A1fCB0f4Fd9301BB114D197, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xDec48Fcd836841e9c6f885eA1fA8Bb822D65A5d7, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x46Cf3DD31A8635DcEe1372dac3Ed2fF320AF4b71, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xe5F9299bef0631Ff9d9dd837F9B784258d387905, 17866340049948718749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3e7F6DB4c1bB84e3D1ff4157C4072a62D5ffD5C1, 9662013385088781581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xcf3903628F58bbf38d54ddF6c56eC8bFB8b4Cb77, 150000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3d92a3fD29D3E7DB605e5fE052D32212c179726d, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x341E7e644B3a3Eda3DF521Fb6d05d96e8627c1e8, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x9CDBba52E291449174Bbc1D1D8f9fC5aE5B98Aac, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xB1FbA3a13C946e424a97e086AC0c7AE47Cc877b4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xF88549EFCD0c79Dc21BA0daf9473bB7918D5FfbC, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x58ce463369CE4D462fBF3C5551b959b59497a126, 6550745496094114666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x4ED2086F5744df39B90fC9c9a343D1C1EF47979D, 77500000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3F93B736a315854d030D1862ff67BA9f3E5F1854, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xb4904279f66c157C37e17650Cf63e8714E8a6F57, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3212A85f6B158c942CdF652D580297E01c6A5FBd, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x17EB137BA4aF604ddd747086A70B133B38Bbc62B, 1327090983241990482359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x4f0D77583F194d43078b73DDA12BbdB7Ba15BCa1, 19034370179878704483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x10DCE68fD081A583600D1EE1E36a0E8353D614C8, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xEcC79D66dB8B46e9aE1A6d70C532f01230fE8E7a, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x29610b5FD10d6726c35b69F8D9607d4B517a01Ca, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x0424a7D910b31EF3c7C968a57AFD6FE130c75477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xE8448364E8da2F438392b87AdAe20ed2D79A99Cf, 504835483871907267863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x3bf768ebCC84323084D77E10ed7ed61C4348C4F6, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x40038AB1740679cB9B8175BC5615540FC7438A66, 140020094206066262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xFC4f63AB6bbA8bc1c83d395628fF1b86f8Fb3f9F, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xa3326731BEF6A04c4b4c4C6bE0831e799D9DaBCc, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xE962fd56815635B75c0D1Fc8d38f70c94fb37E74, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x8a93843254D1B162B21C90481d8d5B13737af4d3, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x7B251DD160Ab0288622748071b53696448062B18, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x64090Ee11b7D6d50C049D762DA1C7c01f769a846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xAC29F627828df801cD0990D591EdcaD533F5836F, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xEa8DDB676F527a68D33080f1f6646bAAFEeea472, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xA02B2E90b8B99402F890D702aE4304f852aB4672, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x520F15fE518B92B517169F97397A4087e48d194f, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x96942569ECD8A81DC98F4255818B6D46a43C6BaA, 1011510394736842105263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x2B301bf27c7e6b016A940924955aa65a183cA1E3, 510314504866694879389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x0c585Ab61258D99c310528c97460D0D23fE8E24F, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x47AE1C36Ec3B610045E5040E34c113A0d5F02507, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x724F4080d93eed5616459F87C7b7D613902E26dA, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xF0623cA7B731f05e2cDA38227e7E7131Baca9a18, 1010359355263157894737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x9Fe38e18c2c2035c62a0fCC3594913f36F2F409A, 36418085354864031216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x9eF9939F43034C460d78838e88f06AE54b3AF213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x2fd72465f610baB4C707ad2E31D2fbaEF0a1922d, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xD914f4ca2F90c0180D68C566FAB82a7059127ce1, 1000000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x8c4d3A656C281317b51b834Fe48105F50fC68288, 7500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x6709238615509Df0bE0E5cC8733ded33786AcfCD, 2759974040617990802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x8732D7442382096D573b04bc6166Df2B10fE98F1, 7500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xed2EB93625f7C3a7d3232eaABDF615e478c99847, 10368773559584484890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357828000207000, 0, 0
0x0fe23bF5959a7f42e8b85f852BF080115fAB3473, 1053955921664222893770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x2f2D42e3AB6314e567e39d9c46Abb5d34740A6c7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xec473FA4A3AD75f9976818bC4961ca864aeC36bC, 518339671462948928113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xa0322E5CbccDc1f9BD4B2DBb8FE8ceCe9A168736, 1016314033529601341572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xbEbF0C2013dd17EB6ABC6d78Ad09480c64Ec654E, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x5feeD0b6314330C2a6c68eFc3bc3Db81712AC9B3, 2500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0x8f50FD57B2B80d2BbFc1861660465d00bF3F071C, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0xFC90016AD58B4495975ca1a938e15Cf081aD07cC, 500000000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
